E-616A	0~300℃	上海精普	2000100067.0	WSS-401	轴向	130mm	6mm	1/2NPT	1.5	合格	\N
轻油外输泵	0~100℃	上海精普	2000100124.0	WSS-411	径向	110mm	6mm	3/4NPT	1.5	合格	\N
V-605	10~150℃	   天津明洋	2012042142.0	WSS	径向	135mm	6mm	1/2NPT	1.5	不合格	\N
E-102	50~450℃	上海精普	2000100076.0	WSS-401	轴向	280mm	6mm	1/2NPT	1.5	合格	\N
备表	0~100℃	泰兴热工	9912639.0	WSS	万向	210mm	6mm	3/4NPT	1.5	合格	\N
H-501	0~100℃	ASHCROFT	2012042117.0	WSS	万向	80mm	6mm	1/2NPT	1.5	合格	\N
配气间	-40~80℃	上海精普	2000100229.0	WSS-401	轴向	110mm	6mm	3/4NPT	1.5	合格	\N
E-304	0~100℃	ASHCROFT	2012042118.0	WSS	万向	135mm	6mm	1/2NPT	1.5	合格	\N
集水缸	0~100℃	上海精普	2000100109.0	WSS-401	径向	160mm	6mm	3/4NPT	1.5	合格	\N
E-611	0~400℃	沈阳康阳	961265.0	WSS	轴向	200mm	6mm	3/4NPT	1.5	合格	\N
E-616A	0~400℃	安徽天康	70450037.0	WSS-411	径向	125mm	10mm	1/2NPT	1.5	合格	\N
V-641B	-20~100℃	泰兴热工	9912602.0	WSS	万向	520mm	10mm	1/2NPT	1.5	合格	\N
C-101A	0~100℃	ASHCROFT	2012042119.0	WSS	万向	85mm	6mm	1/2NPT	1.5	合格	\N
主气管线	0~50℃	ASHCROFT	2012042120.0	WSS	万向	210mm	6mm	1/2NPT	1.5	合格	\N
E-307	0~300℃	ASHCROFT	2012042121.0	WSS	万向	135mm	6mm	1/2NPT	1.5	合格	\N
E-201	10~150℃	泰兴热工	9912587.0	WSS	万向	130mm	6mm	1/2NPT	1.5	合格	\N
配气间	-40~80℃	中国江苏	971202306.0	WSS	万向	210mm	6mm	3/4NPT	1.5	合格	\N
E-401	0~100℃	ASHCROFT	2012042122.0	WSS	万向	135mm	6mm	1/2NPT	1.5	合格	\N
干燥塔	0~100℃	泰兴热工	202423.0	WSS	轴向	130mm	6mm	1/2NPT	1.5	合格	\N
T-612	0~500℃	上海精普	2012042123.0	WSS-401	轴向	160mm	6mm	3/4NPT	1.5	合格	\N
E-616A	0~300℃	安徽天康	70450036.0	WSS-411	径向	125mm	10mm	1/2NPT	1.5	合格	\N
V-641A	-20~100℃	泰兴热工	9912600.0	WSS	万向	520mm	10mm	1/2NPT	1.5	合格	\N
E-103	0~100℃	上海精普	4074316.0	WSS-401	万向	115mm	6mm	1/2NPT	1.5	合格	\N
V-502出口	0~100℃	上海精普	4074314.0	WSS-581	万向	85mm	6mm	1/2NPT	1.5	合格	\N
E-307	-20~120℃	泰兴热工	9912586.0	WSS	万向	130mm	6mm	1/2NPT	1.5	合格	\N
L-101A 	0~100℃	ASHCROFT	2012042124.0	WSS	万向	80mm	6mm	1/2NPT	1.5	合格	\N
E-304	0~200℃	ASHCROFT	2012042125.0	WSS	万向	135mm	6mm	1/2NPT	1.5	合格	\N
E-304	0~100℃	ASHCROFT	2012042126.0	WSS	万向	135mm	6mm	1/2NPT	1.5	合格	\N
V-613	0~150℃	泰兴长城	966132.0	WSS	轴向	160mm	6mm	3/4NPT	1.5	合格	\N
E-611	0~500℃	泰兴长城	966124.0	WSS	轴向	160mm	6mm	3/4NPT	1.5	合格	\N
E-615	0~100℃	安徽天康	70450029.0	WSS-411	径向	125mm	10mm	1/2NPT	1.5	合格	\N
V-642	-20~100℃	NKS	1286651.0	WSS	轴向	520mm	10mm	1/2NPT	1.5	合格	\N
E-103	0~100℃	ASHCROFT	2012042127.0	WSS	万向	85mm	6mm	1/2NPT	1.5	合格	\N
V-104	0~100℃	ASHCROFT	2012042128.0	WSS	万向	85mm	6mm	1/2NPT	1.5	合格	\N
E-302	0~100℃	ASHCROFT	2012042129.0	WSS	万向	135mm	6mm	1/2NPT	1.5	合格	\N
E-303	10~150℃	ASHCROFT	2012042130.0	WSS	万向	130mm	6mm	1/2NPT	1.5	合格	\N
E-401	0~100℃	ASHCROFT	2012042131.0	WSS	万向	135mm	6mm	1/2NPT	1.5	合格	\N
E-306	0~100℃	泰兴热工	202421.0	WSS	轴向	85mm	6mm	1/2NPT	1.5	合格	\N
V-604	0~100℃	泰兴热工	9912640.0	WSS	万向	135mm	6mm	1/2NPT	1.5	合格	\N
E-613A	0~100℃	泰兴中华	9807015012.0	WSS	轴向	160mm	6mm	3/4NPT	1.5	合格	\N
V-614A	0~200℃	安徽天康	2012042132.0	WSS-411	径向	125mm	10mm	1/2NPT	1.5	合格	\N
V-643A	-20~100℃	NKS	1286549.0	WSS	轴向	520mm	10mm	1/2NPT	1.5	合格	\N
配气站	0~100℃	上海精普	2000100045.0	WSS-401	轴向	130mm	6mm	1/2NPT	1.5	合格	\N
配气站	0~100℃	泰兴长城	966137.0	WSS	径向	110mm	6mm	3/4NPT	1.5	合格	\N
H-502	0~400℃	BRIGHT	\N	BKD-277	径向	150mm	6mm	1/2NPT	1.5	合格	\N
E-201	0~200℃	泰兴热工	9912535.0	WSS	万向	110mm	6mm	1/2NPT	1.5	合格	\N
E-402	0~100℃	上海精普	4074313.0	WSS-581	万向	85mm	6mm	1/2NPT	1.5	合格	\N
E-306	0~100℃	ASHCROFT	2012042133.0	WSS	万向	135mm	6mm	1/2NPT	1.5	合格	\N
V-617	-40~80℃	泰兴热工	202440.0	WSS	轴向	110mm	6mm	3/4NPT	1.5	合格	\N
E-613A	0~100℃	沈阳康阳	961241.0	WSS	轴向	150mm	6mm	3/4NPT	1.5	合格	\N
E-614B	0~200℃	安徽天康	70450032.0	WSS-411	径向	125mm	10mm	1/2NPT	1.5	合格	\N
V-643B	-20~100℃	NKS	1286547.0	WSS	轴向	520mm	10mm	1/2NPT	1.5	合格	\N
V-101	0~100℃	ASHCROFT	2012042134.0	WSS	万向	210mm	6mm	1/2NPT	1.5	合格	\N
E-102	0~300℃	ASHCROFT	2012042135.0	WSS	万向	135mm	6mm	1/2NPT	1.5	合格	\N
E-305	0~200℃	泰兴热工	9912572.0	WSS	万向	135mm	6mm	1/2NPT	1.5	合格	\N
生气管线	-20~120℃	上海精普	2000100054.0	WSS-401	轴向	130mm	6mm	1/2NPT	1.5	合格	\N
E-402	0~100℃	上海精普	4074317.0	WSS-581	万向	135mm	6mm	1/2NPT	1.5	合格	\N
E-402	-50~50℃	ASHCROFT	2012042136.0	WSS	万向	85mm	6mm	1/2NPT	1.5	合格	\N
P-613	0~100℃	上海精普	2000100118.0	WSS-401	轴向	110mm	6mm	3/4NPT	1.5	合格	\N
E-613B	0~100℃	泰兴热工	9912616.0	WSS	万向	110mm	6mm	3/4NPT	1.5	合格	\N
E-615	0~100℃	安徽天康	70450030.0	WSS-411	径向	125mm	10mm	1/2NPT	1.5	合格	\N
V-631A	0~150℃	泰兴长城	966131.0	WSS	万向	410mm	6mm	3/4NPT	1.5	合格	\N
循环水管线	0~100℃	泰兴热工	9912617.0	WSS	万向	160mm	6mm	3/4NPT	1.5	合格	\N
E-103	0~300℃	泰兴热工	9912538.0	WSS	万向	130mm	6mm	1/2NPT	1.5	合格	\N
E-303	0~300℃	ASHCROFT	2012042137.0	WSS	万向	135mm	6mm	1/2NPT	1.5	合格	\N
生气管线	0~100℃	ASHCROFT	2012042138.0	WSS	万向	210mm	6mm	1/2NPT	1.5	合格	\N
V-604	0~100℃	泰兴热工	9912640.0	WSS	万向	135mm	6mm	1/2NPT	1.5	不合格	\N
E-302	-50~50℃	上海精普	2000100003.0	WSS-401	轴向	210mm	6mm	1/2NPT	1.5	合格	\N
K-681C	-40~80℃	泰兴热工	9910579.0	WSS	万向	100mm	6mm	1/2NPT	1.5	合格	\N
E-616B 	0~450℃	泰兴热工	909024.0	WSS	万向	130mm	6mm	1/2NPT	1.5	不合格	\N
E-614B	0~100℃	安徽天康	70450027.0	WSS-411	径向	125mm	10mm	1/2NPT	1.5	合格	\N
V-631B	-40~80℃	泰兴热工	9912631.0	WSS	万向	300mm	6mm	3/4NPT	1.5	合格	\N
E-102	0~300℃	ASHCROFT	2012042139.0	WSS	万向	135mm	6mm	1/2NPT	1.5	合格	\N
V-102A 	0~400℃	上海精普	4074365.0	WSS-581	万向	290mm	6mm	1/2NPT	1.5	合格	\N
H-501	0~300℃	泰兴热工	202418.0	WSS	轴向	130mm	6mm	1/2NPT	1.5	合格	\N
L-101A 	0~100℃	泰兴热工	9912551.0	WSS	万向	85mm	6mm	1/2NPT	1.5	合格	\N
E-304	0~200℃	泰兴热工	9912575.0	WSS	万向	135mm	6mm	1/2NPT	1.5	合格	\N
E-611	-60~100℃	上海精普	3124906.0	WSS-481	万向	110mm	6mm	1/2NPT	1.5	合格	\N
E-612	0~150℃	上海精普	4074344.0	WSS-581	万向	110mm	6mm	3/4NPT	1.5	合格	\N
V-611	0~100℃	天津孟德	2012042140.0	WSS	万向	220mm	10mm	1/2NPT	1.5	合格	\N
